applicant_id,age,monthly_income,annual_income,employment_type,years_employed,existing_loans,credit_score,emi_to_income_ratio,geo_mismatch,video_stress_score,default_label
8c5442a3,21,42033,504396,business,0,0,761,0.4061,0,0.2542,0
08395edb,34,34211,410541,business,1,1,574,0.2532,0,0.5249,0
c5fa762f,31,35714,428577,self_employed,1,1,645,0.571,0,0.1678,1
780e395e,23,35426,425114,self_employed,0,2,687,0.4931,0,0.2261,0
e63f5b57,31,27389,328675,student,4,0,728,0.1176,0,0.3676,0
88733976,31,32302,387628,salaried,0,2,774,0.5033,0,0.6133,1
46198870,28,18627,223529,self_employed,1,1,690,0.2864,0,0.0922,0
fb46e125,44,26903,322840,salaried,0,2,562,0.2614,0,0.4475,0
28e81a7b,21,34338,412058,salaried,0,2,662,0.3594,0,0.2562,0
6c5a25c8,21,61039,732473,salaried,0,3,656,0.1663,0,0.5508,0
a1794d4d,35,33135,397626,salaried,2,3,670,0.2816,0,0.2465,0
954561c1,35,88499,1061993,salaried,5,2,549,0.461,0,0.2734,1
985822e6,39,83415,1000982,self_employed,1,1,715,0.3283,0,0.1176,0
84b8f19d,29,36115,433382,self_employed,0,1,746,0.1635,0,0.2107,0
5debd878,25,29053,348647,self_employed,0,1,571,0.356,0,0.1893,0
69f8cd22,34,97033,1164406,salaried,5,0,547,0.3895,0,0.3833,1
0becd325,30,48962,587546,salaried,3,1,708,0.191,0,0.193,0
aa0136d2,50,42637,511647,salaried,8,2,561,0.2882,0,0.2248,0
dd404f2d,31,25296,303560,salaried,1,0,587,0.543,0,0.454,1
d29884b5,34,28874,346497,student,2,2,789,0.2094,0,0.3878,0
3cc7115e,59,22312,267744,salaried,3,0,740,0.1394,0,0.4324,0
f37fcdcb,33,68370,820449,salaried,0,1,737,0.2454,0,0.161,0
a08778a5,40,43861,526340,business,2,4,717,0.2444,0,0.065,0
67c85f4c,41,30438,365264,salaried,5,2,773,0.316,0,0.169,0
83d2c6b7,42,28298,339586,salaried,8,3,724,0.1678,0,0.1038,0
bd8a9f6a,37,22404,268856,salaried,1,1,668,0.4168,0,0.2344,1
9e139bc5,36,33917,407006,self_employed,2,2,749,0.1733,0,0.4452,0
1d4ca926,36,37794,453534,self_employed,5,0,662,0.496,0,0.6198,0
fe709bfb,29,12570,150848,business,1,1,723,0.402,0,0.3726,0
c66656b0,38,22679,272154,self_employed,2,2,698,0.5548,0,0.1806,1
6bef15f6,55,25813,309761,salaried,12,3,689,0.2176,0,0.11,0
beebe775,47,57043,684523,business,1,0,755,0.2061,0,0.1467,0
ad5bf5a6,38,27279,327358,salaried,0,0,803,0.5992,0,0.2672,1
175eb895,43,15609,187314,salaried,6,0,782,0.3769,0,0.2741,0
95b8e520,26,21325,255910,self_employed,1,1,710,0.1872,0,0.2105,0
298a3706,32,76046,912561,salaried,3,1,767,0.1047,0,0.4328,0
c217c83c,44,29594,355137,self_employed,0,1,756,0.4571,0,0.3097,0
15f5badc,49,21934,263208,self_employed,6,1,751,0.3744,0,0.2359,0
7254aff7,27,16481,197777,self_employed,1,2,778,0.1605,0,0.617,0
63d58660,30,35386,424638,self_employed,4,5,540,0.3598,0,0.1216,1
8c609618,56,37104,445250,salaried,13,1,702,0.2522,0,0.4644,0
d84ff1b9,35,42684,512219,business,6,0,546,0.1453,1,0.1881,1
9eac46e3,53,119389,1432670,salaried,11,2,570,0.2363,0,0.6076,0
6caab47c,37,20066,240793,salaried,5,3,740,0.581,0,0.4884,1
d47adb58,37,29642,355705,business,3,2,900,0.2157,0,0.4177,0
a544e8ac,31,39922,479071,salaried,2,2,624,0.2118,0,0.2686,0
1c6ddee5,44,28744,344931,salaried,5,1,660,0.3523,0,0.3139,0
8e323e4a,48,13815,165788,salaried,2,0,836,0.518,0,0.2167,1
82f8954e,24,44055,528662,self_employed,1,2,651,0.4139,0,0.1012,0
9c9b3b3f,31,26343,316127,salaried,1,1,641,0.4658,0,0.2738,0
970aadbf,44,21683,260204,business,4,2,727,0.2146,0,0.0511,0
777e12e8,33,23413,280956,salaried,1,0,712,0.2137,0,0.1616,0
5bdbb3bf,30,70342,844106,business,0,5,720,0.5475,0,0.2051,1
78f551fd,45,62797,753567,salaried,5,1,687,0.1151,0,0.4701,0
6512f363,46,21420,257040,student,2,1,843,0.3121,0,0.3604,0
14a2f8f8,30,16055,192664,salaried,3,2,606,0.5897,0,0.4017,1
24811002,37,52436,629243,salaried,4,0,743,0.2483,0,0.1711,0
8206ee18,22,88370,1060448,self_employed,0,0,850,0.1368,0,0.2852,0
b3afc33f,26,99988,1199866,self_employed,2,2,665,0.3424,0,0.0851,0
43a6f157,36,18507,222088,salaried,4,2,699,0.1532,0,0.3859,0
9d1a89e7,35,64481,773780,self_employed,0,1,689,0.501,0,0.5594,1
0c19cec4,25,34915,418988,salaried,1,1,537,0.1064,0,0.5544,1
83a450ae,27,14686,176239,salaried,2,1,698,0.4945,0,0.4787,0
e186a882,24,23772,285269,salaried,0,1,533,0.4165,0,0.6195,1
0e108d14,39,24575,294905,salaried,2,2,660,0.4145,0,0.2372,0
d200fec5,21,43350,520204,self_employed,0,1,541,0.132,0,0.1422,1
4a2cdab3,24,18920,227044,salaried,0,0,644,0.1165,0,0.6897,0
cb8930a7,21,53525,642303,salaried,0,2,720,0.5871,0,0.2803,1
dabf37ad,39,43350,520200,business,1,1,766,0.5698,0,0.1139,1
736785cc,21,55389,664669,salaried,0,1,857,0.4822,0,0.2313,0
6984edaf,35,26004,312050,salaried,1,0,594,0.1738,0,0.226,0
4ee6656f,51,41836,502042,salaried,7,0,516,0.3477,0,0.3382,1
dd19094a,51,21959,263514,salaried,8,2,530,0.5092,0,0.3643,1
f7578e7e,21,47458,569507,salaried,0,0,621,0.5244,0,0.3715,1
a8217fc6,37,31455,377460,self_employed,7,2,676,0.127,0,0.409,0
5a196082,25,32875,394501,salaried,1,0,684,0.1824,0,0.3615,0
baad01a8,23,34488,413860,salaried,0,2,531,0.1935,0,0.2273,1
d1d084c6,33,15986,191834,salaried,1,1,605,0.407,0,0.3671,0
039670df,47,59786,717433,salaried,0,2,687,0.4835,1,0.3062,0
db65c188,40,36329,435957,salaried,2,1,595,0.22,0,0.3726,0
46f7f01f,27,59894,718735,salaried,1,0,625,0.1051,0,0.4616,0
baf07d29,42,57940,695282,salaried,2,0,627,0.334,0,0.8074,0
21494027,21,24273,291277,salaried,0,0,840,0.5173,1,0.2112,1
4b24c6f6,27,30997,371971,student,1,3,717,0.3417,0,0.2047,0
8adbf880,26,17417,209011,business,2,1,613,0.1316,0,0.2141,0
98e22e0d,35,60766,729192,self_employed,4,1,714,0.4901,0,0.5224,0
ac485e60,32,40505,486060,self_employed,3,0,770,0.2581,0,0.4865,0
9673a2e5,33,38316,459793,business,1,0,660,0.1875,0,0.0948,0
10432d71,33,30911,370934,salaried,0,4,529,0.2757,0,0.2575,1
6169d161,35,22622,271472,business,4,3,662,0.3213,0,0.3604,0
7c38d97b,40,62337,748052,salaried,1,1,523,0.4211,0,0.2896,1
595d3b68,36,86298,1035583,salaried,3,0,737,0.5413,0,0.1895,1
3b5926b8,32,63436,761242,self_employed,3,0,558,0.4056,0,0.3885,1
84aa1ea5,39,32460,389527,self_employed,0,2,592,0.2201,0,0.4114,0
645f468c,43,41717,500610,self_employed,0,0,702,0.1363,0,0.0503,0
c11c3459,29,56645,679748,salaried,0,2,675,0.5177,0,0.2686,1
8b2691bd,34,36513,438165,salaried,5,1,661,0.5942,0,0.1449,1
9dd92e68,46,83966,1007600,self_employed,1,1,727,0.3764,0,0.5072,0
933e4ff6,23,61382,736585,salaried,0,2,632,0.1775,0,0.082,0
eda2142d,53,122586,1471038,business,9,2,675,0.1921,0,0.1196,0
818b8c13,21,38196,458361,salaried,0,3,713,0.1698,0,0.2972,0
89654b65,31,11806,141681,salaried,2,1,603,0.581,0,0.4287,1
3c849617,25,36150,433801,salaried,1,3,592,0.2644,0,0.3477,0
0ae73502,56,29503,354041,salaried,3,0,789,0.3382,0,0.5063,0
33b2d620,29,37829,453950,self_employed,1,3,597,0.3474,0,0.1884,0
a02ef1fa,29,78078,936946,salaried,3,0,876,0.2069,0,0.2561,0
5e160fa8,31,27426,329120,salaried,2,1,670,0.4949,0,0.1695,0
0a1a4398,35,24074,288888,salaried,5,1,693,0.1497,0,0.1234,0
6d8c343c,31,26161,313932,salaried,2,1,715,0.5524,0,0.147,1
1685ee1b,33,92269,1107229,salaried,3,0,782,0.4019,0,0.1762,0
96431451,21,28445,341351,self_employed,0,1,594,0.5317,0,0.169,1
6df14cfd,35,39334,472012,self_employed,1,0,421,0.5939,0,0.0999,1
4bdf8a27,35,80339,964070,salaried,4,2,748,0.3165,0,0.3389,0
a75afbd0,45,47180,566161,salaried,7,0,652,0.3731,0,0.3143,0
f025f8f3,48,12690,152280,salaried,0,1,648,0.1885,0,0.4314,0
cea7e102,33,28160,337925,salaried,0,0,720,0.1848,0,0.0939,0
5f867136,43,26090,313089,self_employed,8,2,745,0.5858,0,0.1224,1
a85d2c6e,23,15976,191717,business,1,3,634,0.2342,0,0.3235,0
0a85dc91,42,28247,338974,salaried,5,1,736,0.355,0,0.4265,0
ec14877c,29,10281,123381,salaried,1,0,740,0.436,0,0.0908,0
4a903686,23,40512,486151,salaried,0,2,482,0.503,0,0.4754,1
0838920f,33,35117,421409,self_employed,2,2,724,0.4793,0,0.4795,0
9c736890,49,25449,305389,student,6,2,709,0.1901,0,0.307,0
f7162d69,36,15504,186048,self_employed,1,2,702,0.3779,0,0.4973,0
0089c48e,49,65553,786644,student,3,4,699,0.38,0,0.1571,0
6322f53e,27,27101,325217,salaried,0,0,665,0.4663,0,0.0091,0
1ae136f2,45,57354,688259,salaried,2,2,673,0.1969,0,0.296,0
fabacfe4,28,33073,396886,self_employed,2,3,778,0.1861,0,0.4634,0
202613c4,37,67494,809932,salaried,0,1,592,0.512,0,0.1203,1
cf43d3df,37,45528,546346,self_employed,4,2,692,0.5132,1,0.3177,1
5cff6dcf,41,36800,441610,salaried,4,3,735,0.524,0,0.4906,1
fe1dfa18,37,23986,287836,salaried,5,1,599,0.4143,0,0.4505,0
3f53524b,27,62797,753571,salaried,0,0,661,0.3685,0,0.2414,0
9b921f1d,43,31909,382914,self_employed,9,0,828,0.38,0,0.3622,1
7d883134,52,24255,291064,business,7,1,678,0.2046,1,0.3722,0
c49e9168,29,32608,391304,salaried,0,2,700,0.4509,0,0.2196,0
e860435f,21,34280,411365,student,0,2,577,0.1826,0,0.1979,0
5e47dcc2,39,51868,622420,self_employed,4,1,679,0.2126,0,0.1512,0
402cd25a,31,15005,180063,self_employed,2,0,674,0.409,0,0.0514,0
d80c5597,33,102283,1227400,salaried,0,2,438,0.4959,0,0.3353,1
a384145e,40,43114,517372,salaried,0,2,757,0.5632,0,0.237,1
5959d5af,30,34750,417006,student,2,1,766,0.5349,0,0.118,1
33615a1b,32,42740,512886,salaried,0,1,700,0.5701,0,0.1357,1
323b49c4,33,17569,210838,salaried,1,0,667,0.5803,0,0.3161,1
068d2e58,49,37009,444108,salaried,12,3,592,0.1044,0,0.4859,0
c6ab9b65,35,46899,562792,student,2,2,629,0.5057,0,0.0382,1
bfe04fd6,22,30654,367857,salaried,0,2,508,0.3434,0,0.4465,1
7acb182d,23,44298,531587,self_employed,0,2,765,0.1009,0,0.2096,0
05fc1b3a,36,50010,600131,self_employed,3,2,673,0.3958,0,0.2901,0
055955fb,23,25217,302611,salaried,1,1,782,0.13,0,0.1996,1
8e5fdd77,21,61393,736716,self_employed,0,0,678,0.5088,0,0.3418,1
3bc3c467,41,34063,408764,salaried,3,0,686,0.1144,0,0.0196,0
3eb863b5,41,82540,990480,student,2,3,520,0.464,0,0.2207,1
493cad3c,31,63091,757100,self_employed,3,0,703,0.2146,0,0.537,0
80343b7f,37,42024,504289,business,2,0,755,0.1768,0,0.1949,0
30e9297d,36,24289,291469,salaried,5,2,657,0.1598,0,0.2238,0
69fd2e1a,41,33286,399441,salaried,1,2,791,0.163,0,0.3446,0
8046a3b2,41,55084,661018,salaried,0,1,722,0.1544,0,0.2356,1
0429ad11,21,27208,326498,salaried,0,1,719,0.3524,0,0.2583,0
86605d93,32,42538,510460,salaried,0,1,766,0.3324,0,0.3576,0
6a8d4bea,40,44757,537088,business,6,1,899,0.4666,0,0.3817,0
fc53423a,30,33272,399273,self_employed,3,1,624,0.4305,1,0.2791,0
2a1079cb,35,24181,290179,self_employed,4,0,664,0.2518,1,0.2685,0
732314e1,42,71827,861925,salaried,2,0,752,0.5808,0,0.4241,1
6efd8ed2,35,43342,520107,self_employed,3,1,609,0.5378,0,0.4157,1
d67ebbed,50,30554,366656,business,8,2,691,0.4742,0,0.4748,0
22bf0708,46,24526,294322,business,1,1,714,0.1153,0,0.2263,0
96c10e7d,33,52440,629287,salaried,4,5,705,0.2005,0,0.3097,0
4f48f6af,33,33923,407085,self_employed,3,0,783,0.432,0,0.2385,0
a458f652,21,54336,652042,self_employed,0,2,523,0.1397,0,0.3834,1
47797291,31,23112,277351,salaried,0,3,605,0.5317,0,0.5342,1
16437fb3,21,40105,481270,self_employed,0,0,738,0.2063,0,0.3319,0
50ce956d,37,28203,338439,business,1,1,669,0.164,0,0.0435,0
399eb2de,36,76632,919587,salaried,7,1,570,0.4581,0,0.4054,0
1649211f,41,41307,495692,salaried,3,0,854,0.5627,0,0.2239,1
1ad9a893,48,22359,268312,business,7,1,553,0.3294,0,0.2776,0
b46cf3c5,34,53307,639692,self_employed,3,1,721,0.5686,0,0.1904,1
549305bb,57,61005,732068,student,10,0,734,0.3209,0,0.3201,0
a6d8bb0f,37,30074,360895,business,3,1,644,0.3011,0,0.1681,0
5b27e478,21,24311,291736,salaried,0,0,573,0.4193,0,0.1114,0
d4457beb,29,12988,155858,salaried,3,3,680,0.3548,0,0.4248,0
6894acda,31,57437,689253,salaried,3,1,826,0.2704,0,0.1871,1
f41f6c1b,40,15902,190833,salaried,1,2,793,0.3568,0,0.392,0
5f445851,25,34246,410960,self_employed,1,3,736,0.1406,0,0.2456,0
ab7e8d37,32,16103,193236,self_employed,3,0,514,0.3984,0,0.1667,1
580293b0,33,78712,944548,self_employed,1,0,783,0.5116,0,0.2267,1
d712abed,30,63809,765710,business,2,3,685,0.1786,0,0.483,0
8e8c6f81,43,40061,480735,salaried,0,0,727,0.1136,0,0.1947,0
6d03a021,41,56081,672982,salaried,4,0,611,0.2762,0,0.2159,0
52e4e4e6,46,32978,395742,salaried,5,1,502,0.2502,0,0.1137,1
84641ae9,31,24148,289779,salaried,2,1,723,0.4442,0,0.4199,0
ca63cdae,47,16460,197522,business,9,0,575,0.1372,0,0.1528,0
76a162fa,21,49986,599834,business,0,1,689,0.2596,0,0.4484,0
46146b79,21,22222,266675,self_employed,0,1,484,0.1102,0,0.4224,1
87623667,22,109103,1309236,salaried,0,3,704,0.5347,0,0.49,1
f19fcff3,35,21216,254599,salaried,2,3,520,0.3256,0,0.2942,1
8e2bbf78,47,55189,662279,salaried,11,0,705,0.1053,0,0.2165,0
fdccef9f,28,62149,745798,business,2,3,717,0.5643,0,0.5426,1
36fe2756,30,19152,229832,salaried,3,1,742,0.2601,0,0.5811,0
898b0c6c,32,28588,343060,salaried,0,1,591,0.2908,0,0.1648,0
3aea7ac7,40,31559,378717,salaried,3,0,761,0.104,0,0.3219,0
c052034e,30,167757,2013089,salaried,3,1,886,0.4772,0,0.4716,0
75841859,29,31341,376096,self_employed,2,1,655,0.5933,0,0.2302,1
d23411a0,21,20971,251658,salaried,0,1,585,0.5159,0,0.4807,1
aba267e9,29,43668,524025,business,2,1,638,0.5606,0,0.3257,1
bc5b1601,46,21844,262138,self_employed,10,1,737,0.4359,0,0.24,0
00a97478,35,34043,408527,salaried,5,2,766,0.2162,0,0.3835,0
302b4c9f,27,28520,342246,self_employed,2,0,749,0.5841,0,0.2349,1
9f7206a9,47,44188,530256,business,7,2,601,0.5002,0,0.2614,1
b45916d7,29,27188,326264,self_employed,2,3,515,0.2356,0,0.1079,1
9adfe1fd,49,25587,307045,salaried,1,2,622,0.2997,0,0.6675,0
c4b995da,49,56878,682541,self_employed,0,0,760,0.2446,0,0.0644,0
f7bea085,35,39862,478345,salaried,0,1,636,0.4733,0,0.3567,0
b4f9fb78,21,35447,425371,salaried,0,2,767,0.5244,0,0.2878,1
4b26b1be,57,14718,176624,self_employed,2,2,534,0.4683,0,0.2715,1
4dca1e10,38,46301,555617,business,7,1,635,0.2381,0,0.4313,0
af4eb4c9,31,28319,339833,salaried,2,3,717,0.3816,0,0.1571,0
59921582,44,39671,476058,salaried,7,5,792,0.124,0,0.4022,1
5d0a847a,42,15262,183153,business,3,1,602,0.5876,0,0.197,1
3ab49392,48,39650,475802,self_employed,3,1,650,0.2029,0,0.4126,0
5be6f18b,28,38177,458130,self_employed,2,0,678,0.1089,1,0.1643,0
2a081a8e,38,31565,378782,salaried,7,1,613,0.5399,0,0.0439,1
e01e557d,23,23491,281897,student,0,2,708,0.2971,0,0.3427,0
1543a280,41,59149,709793,self_employed,8,1,662,0.1197,0,0.0705,0
6d619140,34,25013,300158,salaried,5,2,860,0.5185,0,0.0934,1
de67f5af,37,52716,632603,salaried,1,2,591,0.4644,0,0.2636,0
bbb3fe26,33,56068,672818,self_employed,3,1,657,0.1184,0,0.6757,0
9a5d570a,32,24067,288806,salaried,1,0,724,0.1474,1,0.2882,0
ddefbdd9,26,49007,588089,salaried,0,0,620,0.2931,0,0.4678,0
c6d9b20a,42,28846,346155,salaried,6,2,520,0.5272,0,0.3441,1
547b6985,49,46650,559806,student,9,2,768,0.4936,0,0.4096,0
732710b7,29,22970,275641,salaried,2,2,578,0.1039,1,0.0945,0
9dfa6f5e,40,33233,398800,business,4,2,692,0.2871,0,0.4428,0
f7f10cc4,39,36234,434819,salaried,7,0,611,0.2967,0,0.4413,0
8d965df1,35,34540,414480,salaried,1,3,812,0.3697,0,0.1205,0
f5c1e7a7,21,41549,498596,salaried,0,2,708,0.4847,0,0.1878,0
97b7474b,21,24322,291867,salaried,0,0,854,0.1914,0,0.2789,0
4a477c6f,27,27297,327567,business,2,1,771,0.5871,0,0.1534,1
af34f3a3,21,48258,579104,salaried,0,0,595,0.3711,0,0.225,0
436e1199,49,29072,348870,salaried,0,2,797,0.1902,0,0.3342,0
d7b7a979,38,27982,335788,salaried,5,1,528,0.1121,0,0.1571,1
37646d43,34,23963,287561,salaried,3,3,707,0.1315,0,0.1967,0
41ecc9df,21,28455,341461,salaried,0,0,764,0.404,0,0.3483,0
a6738f1f,21,22046,264563,salaried,0,2,771,0.557,0,0.0218,1
15461cc2,34,48595,583147,self_employed,3,0,664,0.1591,0,0.1428,0
0588cde3,54,28596,343152,salaried,9,0,539,0.3201,0,0.502,1
4f02fcc4,28,21492,257907,self_employed,0,2,579,0.3752,0,0.2236,0
fdb6b0c5,43,31942,383304,salaried,8,2,742,0.497,0,0.272,0
1d72518f,30,18670,224042,business,2,2,641,0.5974,0,0.1823,1
5138f970,35,23813,285761,self_employed,2,0,677,0.572,0,0.2286,1
86933fed,47,64384,772610,salaried,9,2,593,0.3841,0,0.1393,0
b190d288,31,21449,257390,salaried,4,1,578,0.113,0,0.2175,0
678a12d9,28,32812,393748,business,0,4,499,0.4651,0,0.2233,1
45d622e0,49,94464,1133575,salaried,6,1,638,0.2517,0,0.4514,0
10e89cbf,35,39154,469852,business,4,0,668,0.5778,0,0.3484,1
2666bdd2,45,27812,333752,salaried,3,0,666,0.1188,0,0.2509,0
2302bf8b,28,14309,171709,salaried,2,1,706,0.2246,0,0.0987,0
6ae5cf28,49,37730,452763,business,2,3,571,0.2373,0,0.1919,0
ab3fdb38,37,24776,297313,salaried,1,1,848,0.1362,0,0.5635,0
ea45ae25,39,44986,539835,business,5,3,720,0.5872,0,0.044,1
6d430e88,36,25817,309804,business,2,1,857,0.2928,0,0.5887,0
e13b49cc,29,39649,475790,business,2,2,616,0.5086,0,0.062,1
ccd61160,34,67102,805226,salaried,2,0,715,0.5897,0,0.2853,1
ef4e5870,30,47342,568115,business,0,0,740,0.5977,0,0.1588,1
8ec89981,44,19338,232062,business,0,1,749,0.2983,0,0.2016,0
0bfc31f4,32,36429,437155,salaried,5,2,678,0.2198,0,0.4209,0
3772a4f8,21,53996,647954,business,0,1,749,0.5135,0,0.2054,1
82a97881,21,17663,211966,business,0,3,524,0.4984,0,0.2294,1
ab63f77c,21,74783,897404,salaried,0,0,749,0.1057,0,0.3189,0
b3eee2dc,41,37291,447496,self_employed,5,3,766,0.3974,0,0.1359,0
54c8b1e3,23,45365,544385,business,0,0,688,0.2953,0,0.3577,0
2095ebf6,38,29982,359794,salaried,7,1,574,0.2686,0,0.2255,0
d550382f,36,35737,428846,salaried,2,0,900,0.5855,0,0.2827,1
742a7cec,34,23402,280830,student,3,1,675,0.5059,0,0.1813,1
e974c0a5,39,70212,842554,salaried,3,0,651,0.5013,0,0.488,1
99e10282,36,78431,941174,salaried,5,0,662,0.3469,0,0.3128,0
64aad787,21,91959,1103513,student,0,1,671,0.3767,0,0.3246,0
c86bd99d,31,15811,189743,salaried,4,0,659,0.226,0,0.4123,0
1955ed44,39,40594,487138,self_employed,1,1,745,0.2817,0,0.0743,0
ba3d4db0,51,42512,510151,self_employed,9,0,900,0.4513,0,0.5163,0
0c4c4831,51,25478,305745,salaried,7,1,722,0.4563,0,0.4798,0
6ea8ef9a,21,41393,496717,salaried,0,0,562,0.4357,0,0.1139,0
a4821447,31,18336,220033,salaried,3,2,779,0.566,0,0.1346,1
49e30d61,21,67868,814416,business,0,1,843,0.2892,0,0.1412,1
85417d99,50,17556,210677,salaried,6,1,771,0.1035,0,0.1444,0
dcf9c0f7,45,39175,470101,business,2,2,561,0.2326,0,0.3559,0
0d914cb2,38,49923,599077,salaried,1,1,699,0.2923,0,0.0672,0
34bceb76,36,26724,320691,salaried,0,1,658,0.4915,0,0.2609,0
2877ee92,48,64911,778934,business,2,1,576,0.5248,0,0.3352,1
8f2e08de,47,15395,184750,business,10,3,607,0.2326,0,0.5884,0
8beac932,46,34520,414249,business,3,0,777,0.4438,0,0.18,0
3698f134,39,16384,196619,business,6,4,647,0.32,1,0.0687,1
91fd5c8d,31,24713,296567,salaried,2,1,582,0.5789,0,0.198,1
4e148d1b,42,28025,336310,self_employed,7,2,726,0.1504,0,0.2066,0
8774ea7e,43,27266,327200,salaried,3,1,661,0.5358,0,0.2545,1
620f16d6,33,62007,744086,business,5,0,768,0.2238,0,0.2079,0
40046be6,31,20651,247813,salaried,1,3,724,0.3201,0,0.569,0
de9120d2,46,17390,208686,self_employed,3,2,659,0.2593,0,0.379,0
515e3fc9,51,28828,345943,salaried,10,0,667,0.5574,0,0.1689,1
597f9ce9,27,36831,441975,salaried,0,1,514,0.2351,0,0.678,1
e092fcf9,32,43894,526732,self_employed,4,0,522,0.3422,0,0.1035,1
f8165bd2,38,58825,705900,salaried,5,3,619,0.4196,0,0.1722,0
bde03b14,39,13301,159612,salaried,6,2,603,0.4563,0,0.2293,0
32ffbc75,29,74831,897974,salaried,2,1,662,0.2829,0,0.3398,0
722cffcd,53,24216,290603,student,8,0,685,0.3026,0,0.1865,0
159d3d9b,39,30877,370533,self_employed,4,1,711,0.5757,0,0.1585,1
57dd9d41,40,35366,424401,salaried,4,2,715,0.5611,0,0.2913,1
3dfd7bf8,52,13179,158156,business,1,3,748,0.1337,1,0.1143,0
b4fd335e,30,28810,345730,salaried,0,0,643,0.4072,0,0.2818,0
815270a2,34,54694,656338,self_employed,0,3,554,0.2239,0,0.3271,0
5bdc8858,22,46501,558020,salaried,0,0,745,0.382,0,0.27,0
c928f788,33,27942,335308,self_employed,5,0,675,0.2765,0,0.0695,0
33e29d6a,21,38521,462257,business,0,0,793,0.3421,0,0.3017,0
92c0fafa,42,43079,516949,salaried,0,2,836,0.5987,0,0.3566,1
3c616275,39,31152,373830,salaried,0,0,523,0.5125,0,0.4048,1
54ba89fb,32,43683,524200,self_employed,2,2,814,0.2673,0,0.403,0
097ebad8,33,24413,292965,self_employed,0,1,827,0.4006,0,0.4554,0
6a358823,42,22872,274472,self_employed,5,2,602,0.3177,0,0.076,0
3a2a6a46,23,30621,367457,salaried,0,1,540,0.4593,0,0.3479,1
cc3c34b7,37,11809,141716,salaried,5,1,639,0.593,0,0.1567,1
508fb1b4,41,47814,573769,self_employed,6,1,712,0.5117,0,0.1115,1
9176b910,21,36334,436012,salaried,0,0,761,0.3369,0,0.362,0
02e5b22f,41,31669,380039,salaried,4,4,803,0.1459,0,0.4877,0
6e73c1f4,21,50088,601064,salaried,0,0,810,0.5184,0,0.0657,1
211d2a76,33,41660,499923,self_employed,3,1,602,0.3806,0,0.2937,0
ff3f14f1,23,56489,677876,self_employed,0,1,719,0.2543,0,0.3812,0
9adf083d,49,71255,855069,self_employed,8,2,626,0.2798,0,0.2795,0
947f81aa,23,40613,487361,salaried,0,1,523,0.4484,0,0.0701,1
178122bd,21,25316,303800,salaried,0,4,797,0.1655,0,0.5627,0
010ce119,36,48499,581991,self_employed,0,3,596,0.4111,0,0.2203,0
33cd8011,30,25354,304252,salaried,1,3,775,0.5458,0,0.5052,1
a5d41c97,21,24836,298043,salaried,0,4,721,0.4783,0,0.3122,0
a0908f06,40,30681,368174,business,1,2,706,0.2585,0,0.224,0
392f57f5,21,58939,707270,self_employed,0,2,624,0.2274,0,0.075,0
e52ad147,24,49054,588654,salaried,0,3,803,0.2836,0,0.4565,1
7b05a03d,29,52142,625708,self_employed,1,2,610,0.1774,0,0.1382,0
1643787a,43,36990,443880,business,0,0,536,0.5561,0,0.0929,1
36c470aa,47,45221,542662,salaried,9,0,711,0.3162,1,0.2552,0
faa053ed,46,45866,550403,salaried,10,2,642,0.4729,0,0.2906,0
cdfd4307,33,25677,308129,self_employed,1,1,520,0.5868,0,0.1049,1
7bd330f8,21,45607,547292,salaried,0,2,675,0.471,0,0.4581,0
f7771c87,38,34938,419256,salaried,7,2,830,0.2563,0,0.1122,0
766d1c42,49,29169,350029,business,3,1,715,0.1366,0,0.1214,0
89f8ad92,47,29805,357669,salaried,7,0,644,0.4736,0,0.3726,0
5379fafc,39,27296,327557,salaried,1,1,693,0.4387,0,0.3035,0
f77dcb24,23,30843,370123,salaried,0,1,530,0.4326,0,0.5649,1
e354a8bd,29,34872,418469,self_employed,3,0,614,0.5642,0,0.5207,1
cc6f5c18,54,47209,566518,salaried,11,1,663,0.4712,0,0.3906,0
901470a2,21,69029,828349,self_employed,0,0,604,0.3996,0,0.5124,0
e2bc1983,23,45203,542440,self_employed,0,0,591,0.3709,1,0.2366,0
a0ca83eb,44,36894,442737,salaried,4,3,636,0.3318,0,0.2996,0
b961e41d,30,14229,170749,salaried,3,0,680,0.1529,0,0.3713,0
250290ac,23,103945,1247345,self_employed,0,0,807,0.4371,0,0.2949,0
8afc140d,50,25451,305416,student,3,1,645,0.3342,0,0.2938,0
dcbc080c,39,25824,309892,student,1,2,748,0.1047,0,0.1814,0
8eae414c,31,61820,741840,salaried,1,1,698,0.2588,0,0.3084,0
a25803d1,23,21323,255880,salaried,0,0,770,0.5272,0,0.0496,1
05debc89,55,41373,496487,self_employed,7,3,825,0.2701,1,0.2388,0
2bafdf7c,34,28418,341022,salaried,4,0,672,0.4713,0,0.2037,0
cbceb8d0,48,31238,374857,self_employed,10,2,586,0.1889,0,0.4222,0
ca352352,43,35791,429500,business,3,0,564,0.4287,0,0.269,0
eaefbefc,29,20454,245454,salaried,2,3,635,0.3976,0,0.1014,0
3a866ebd,29,33108,397297,student,1,0,721,0.1477,0,0.2116,1
5b029586,49,55535,666429,salaried,7,1,474,0.1918,0,0.076,1
b03e1f93,49,33844,406131,salaried,6,2,749,0.4793,0,0.2641,0
