session_id,declared_age,video_estimated_age,age_discrepancy,location_mismatch_km,face_liveness_score,speech_consistency_score,device_fingerprint_seen_before,application_speed_seconds,fraud_label
1d671055-eed,35,23,12,0.3,0.6931,0.7233,0,158.7,0
d774183d-ab8,32,36,4,23.8,0.7511,0.6933,0,123.3,0
13464454-bd7,35,31,4,35.2,0.8364,0.7214,1,100.2,0
c6a5cd17-de4,62,61,1,9.4,0.7203,0.7287,0,136.5,0
2d1a5862-d3c,41,51,10,2.4,0.8815,0.8027,1,150.8,0
4315b5d5-fc8,25,29,4,8.8,0.8303,0.7613,1,14.5,0
1e19578d-ae1,28,19,9,1.3,0.9419,0.7364,1,202.3,0
80c48e72-c54,59,54,5,19.8,0.8967,0.4475,1,105.0,0
6b09c1c9-7cc,36,46,10,2.6,0.8397,0.5561,1,87.8,0
aff78288-d1f,52,45,7,0.8,0.4772,0.5801,1,125.7,0
34f241c6-bff,26,30,4,12.6,0.8947,0.4814,0,155.5,0
a51dbba1-5f6,35,33,2,10.3,0.5816,0.9546,1,103.9,0
19a71607-5c5,47,46,1,11.7,0.7948,0.5151,0,126.2,0
18cecbeb-3f3,61,73,12,10.5,0.7651,0.7998,1,109.7,0
32fd935b-291,56,58,2,74.2,0.5225,0.6929,0,98.7,1
9c25693b-7c4,38,47,9,22.3,0.7805,0.8397,1,117.3,0
f97f2ee8-865,63,62,1,20.1,0.9534,0.6167,1,113.1,0
cf900a56-af3,47,51,4,12.3,0.9887,0.6187,1,62.1,0
9405a6e2-1a0,60,72,12,11.6,0.6954,0.9198,1,94.0,0
a7c9ca3f-ebc,63,67,4,10.7,0.9662,0.5291,1,190.9,0
e78d1dca-24b,50,53,3,5.9,0.8494,0.877,1,88.5,0
67ac9db4-ec4,29,39,10,13.9,0.9782,0.5349,0,103.0,0
ef97fe4a-cc7,58,67,9,7.1,0.6895,0.4423,1,133.8,0
d62c6573-252,30,25,5,12.7,0.7864,0.8005,1,192.9,0
806cac78-e28,36,33,3,1.8,0.8419,0.9199,1,91.4,0
f4d563b2-2b2,51,54,3,31.0,0.7842,0.9164,1,124.3,0
66dbe7ea-76d,39,28,11,1.3,0.8785,0.6273,0,144.1,0
2da020f0-817,26,26,0,4.1,0.8623,0.7484,1,146.8,0
40554c7c-d4b,41,53,12,48.7,0.592,0.6793,1,79.6,0
d6ed6319-fc4,43,51,8,6.1,0.7175,0.7809,1,139.4,0
30f870a3-c80,28,30,2,17.5,0.8924,0.3762,1,118.5,0
2e61c425-0f9,31,26,5,16.0,0.8745,0.6837,0,153.4,0
b91339ec-889,26,18,8,7.2,0.8716,0.8329,1,152.6,0
5c508bba-850,56,50,6,46.6,0.8283,0.7132,1,91.4,0
86c2b021-fb6,42,38,4,13.1,0.9487,0.7783,0,131.7,0
7e7a284e-281,53,57,4,7.3,0.7476,0.4228,1,87.0,0
af737789-4ee,55,51,4,2.5,0.9677,0.3752,1,156.8,0
946595e1-6bc,51,62,11,34.6,0.6489,0.8612,1,133.7,0
e014f585-105,41,29,12,5.7,0.8246,0.6041,1,136.7,0
2366fda6-1da,50,43,7,0.6,0.7739,0.4308,1,146.5,0
9d4ef8d5-3eb,62,66,4,2.9,0.9215,0.6466,0,133.6,0
b9c8eae4-605,28,19,9,4.1,0.8777,0.8328,1,159.5,0
5af25d5b-99c,26,24,2,6.2,0.9335,0.6587,1,91.0,0
81c6dada-a33,44,51,7,10.3,0.7726,0.4814,1,135.6,0
96b71914-963,45,39,6,26.1,0.7067,0.9557,1,150.8,0
0dec3531-4fd,54,43,11,7.0,0.9671,0.9407,0,112.2,0
f294a06b-784,63,60,3,67.7,0.6358,0.9681,1,99.1,0
e555afcc-5a4,36,44,8,5.7,0.8041,0.7645,1,146.4,0
52190c9f-fd5,21,28,7,24.8,0.6011,0.5026,0,146.5,0
6190005d-e56,32,32,0,129.2,0.7552,0.7591,1,115.8,0
942d68ec-69c,43,38,5,4.2,0.8823,0.4359,0,132.4,0
2bfb2d0f-279,27,19,8,11.7,0.7934,0.4827,1,115.7,0
d3a5db0d-15a,40,45,5,25.5,0.9478,0.5157,1,98.0,0
1a2f5622-822,22,18,4,60.1,0.8562,0.8957,1,90.2,0
110769ad-b76,47,41,6,20.2,0.8978,0.9363,1,126.2,0
df8c1566-a67,34,45,11,10.7,0.9368,0.6996,1,69.1,0
9637f543-1c7,58,61,3,5.5,0.9365,0.9615,1,87.6,0
4bd5abe0-f2c,35,36,1,4.7,0.8536,0.6208,1,85.3,0
881be749-e7b,38,30,8,1.7,0.8419,0.8676,1,109.4,0
f159bb44-a3e,43,49,6,7.5,0.88,0.7167,1,192.3,0
8b4c79f6-113,47,37,10,2.6,0.8142,0.3673,1,129.6,0
c86d0540-171,26,19,7,29.9,0.5571,0.6753,1,158.8,0
6c61424c-c5a,58,69,11,0.4,0.8412,0.7636,0,168.8,0
aad6448c-8db,61,73,12,6.2,0.9174,0.8889,1,191.9,0
8a4db4ab-ec8,58,48,10,11.7,0.8542,0.6732,1,158.6,0
cf845b32-aa8,36,32,4,67.5,0.8125,0.5993,1,68.4,0
f0761575-8c1,38,42,4,4.2,0.903,0.7766,0,101.0,0
7cbe508f-5fd,50,55,5,10.0,0.9398,0.6194,1,132.8,0
2be7d75b-977,42,44,2,4.7,0.9983,0.9495,1,76.9,0
67e00973-1b0,53,50,3,12.0,0.5785,0.8047,0,80.6,0
0de929eb-ae2,57,66,9,10.6,0.9217,0.6574,0,89.1,0
f747b0bc-59a,45,33,12,3.7,0.6601,0.7643,1,108.5,0
fd851aaa-fb5,36,29,7,21.1,0.9216,0.7005,0,124.0,0
181beaf4-e4f,64,69,5,5.4,0.6819,0.8212,1,117.7,0
f5620f0f-d6d,54,60,6,46.2,0.8162,0.7565,1,129.2,0
bf21e2cb-597,23,33,10,13.2,0.8335,0.922,1,81.1,0
686b80ad-1aa,33,42,9,22.7,0.6462,0.9513,1,101.1,0
09efff8d-137,47,47,0,2.3,0.8308,0.7924,1,108.4,0
382758c7-30c,28,22,6,3.1,0.8132,0.9819,1,116.1,0
929871af-16a,31,42,11,10.0,0.948,0.6015,1,118.8,0
79dddafd-e5a,28,22,6,36.8,0.9681,0.6062,0,40.2,0
30cd07e6-007,46,51,5,4.8,0.4522,0.909,1,129.1,0
752d0fcc-82e,43,49,6,9.6,0.6161,0.2785,1,67.4,0
037c060d-2c8,54,52,2,2.4,0.8346,0.7668,1,114.0,0
147a93a7-dd2,37,41,4,6.6,0.36,0.7812,1,88.0,0
f4461334-68a,54,47,7,38.0,0.9014,0.8993,1,221.6,0
a7d23eee-dcd,26,29,3,19.7,0.8495,0.897,1,97.1,0
352c3dd7-f14,44,40,4,16.8,0.831,0.939,1,74.2,0
c1d18ccb-cf5,36,39,3,11.2,0.7622,0.3136,1,120.7,0
e44243ca-1db,27,27,0,14.9,0.8406,0.8699,1,132.0,0
0978c467-1f1,25,19,6,27.4,0.7779,0.7721,1,201.1,0
36bb4b35-94d,53,64,11,10.0,0.9358,0.933,1,100.0,0
9556c3d8-032,44,51,7,24.1,0.9278,0.6789,1,163.8,0
465846bd-7c1,36,26,10,6.5,0.7659,0.7391,1,181.7,0
8fc3de78-e3f,47,47,0,3.1,0.8352,0.6758,0,74.3,0
b83177c3-0fd,55,51,4,19.2,0.5845,0.8939,1,166.5,0
9137fc0d-eec,23,35,12,64.7,0.8305,0.7736,1,131.6,0
10c104af-805,54,55,1,48.5,0.8359,0.8571,1,167.8,0
038eed17-93a,24,25,1,23.7,0.9186,0.7684,1,68.4,0
9e35ee78-ccc,54,48,6,1.2,0.8781,0.6171,1,87.9,0
580e259d-b44,38,27,11,25.9,0.6837,0.9745,0,205.4,0
dc26e496-309,64,68,4,61.9,0.8302,0.9408,1,152.3,0
380599f5-d03,30,32,2,0.5,0.6173,0.7176,1,98.1,0
e2cdd42a-83e,27,26,1,11.9,0.5574,0.9357,0,154.3,0
0948ffc6-5e3,54,62,8,30.5,0.5582,0.4387,1,150.5,0
d799c5c0-117,46,35,11,72.2,0.5622,0.4033,0,141.6,0
0289a776-56f,32,44,12,0.5,0.4808,0.6277,0,213.0,0
e3af92b6-18d,28,18,10,2.8,0.8322,0.7971,1,117.2,0
3ce32343-c08,23,18,5,2.4,0.5124,0.5867,0,55.7,0
3778d218-4ab,60,60,0,42.6,0.7146,0.5371,1,124.8,0
a15708f1-f12,53,55,2,30.1,0.9729,0.6672,0,34.9,0
5c002846-c9f,61,71,10,4.4,0.8662,0.8672,1,150.1,0
7b38a98e-403,24,27,3,21.1,0.984,0.507,1,133.6,0
d03fc10d-4d4,24,18,6,2.4,0.5892,0.9978,1,114.1,0
369ab453-dd7,27,33,6,22.1,0.8948,0.8227,1,138.1,0
4179c954-bd7,33,35,2,0.6,0.5858,0.5286,1,91.7,0
7cdde6ab-66b,54,62,8,3.7,0.8492,0.8331,1,111.7,0
723f589b-49a,56,54,2,21.5,0.5564,0.8654,1,101.3,0
90e9abcc-e40,43,44,1,0.5,0.8036,0.7166,0,128.2,0
ce5566cc-742,34,32,2,35.2,0.8349,0.8842,1,139.1,0
ed0cf352-9f1,25,21,4,5.1,0.6305,0.7745,0,182.8,0
2ec70367-472,35,24,11,14.8,0.455,0.9135,1,138.9,0
4d129b1a-754,37,29,8,2.8,0.6693,0.3819,0,120.9,0
1844caa4-ab1,49,49,0,18.1,0.3292,0.5724,1,146.7,0
9aac4945-6c6,55,45,10,6.2,0.6851,0.8872,0,151.4,0
7b29efd8-f20,41,34,7,44.7,0.5436,0.4234,0,110.2,1
f1f0592c-f8a,29,39,10,1.4,0.6906,0.7826,1,64.5,0
cf41bc85-9df,50,41,9,21.4,0.5761,0.928,0,84.3,0
783bbf61-d5f,58,59,1,48.8,0.8158,0.9699,0,106.5,0
dbb25451-f5b,45,54,9,33.3,0.8072,0.7935,1,122.9,0
2a292a08-fe4,63,74,11,25.5,0.896,0.7022,0,89.5,0
e76acfca-72b,60,69,9,15.8,0.6118,0.6565,1,188.2,0
b417444e-64a,61,64,3,13.8,0.7631,0.9534,0,153.9,0
9f987b7d-740,42,38,4,42.6,0.9896,0.9048,1,109.8,0
ae395501-f8d,36,45,9,2.9,0.6382,0.472,1,96.8,0
08b844e6-2ef,45,56,11,10.3,0.8495,0.5729,1,152.1,0
efcad6bd-f46,54,57,3,24.1,0.9301,0.3315,0,110.1,0
9cbbfe3d-873,32,33,1,9.7,0.883,0.8375,1,90.0,0
390b79b0-61f,33,36,3,27.1,0.4626,0.9829,0,154.1,0
fe312e81-2e0,35,37,2,7.4,0.5795,0.6498,0,113.9,0
2e2c0124-fda,46,51,5,26.4,0.4168,0.7721,1,93.1,0
e54d7fbe-43c,64,75,11,5.8,0.9051,0.882,1,60.7,0
8018429b-282,45,54,9,66.3,0.7831,0.9222,0,44.2,1
01f3124e-05f,33,40,7,0.6,0.8466,0.726,1,79.8,0
548d723a-9b9,41,37,4,1.2,0.8077,0.9075,1,111.2,0
2b820fa5-5d0,55,52,3,7.9,0.8191,0.8381,1,65.2,0
50abff41-081,61,68,7,13.8,0.7834,0.8479,1,137.2,0
a9a6e517-ed4,61,58,3,20.4,0.7815,0.7439,1,124.9,0
bb9312e0-b91,61,69,8,26.1,0.8335,0.8876,0,176.4,0
e14c1397-2de,26,25,1,7.4,0.8412,0.4258,0,91.5,0
9c714456-d28,31,21,10,12.0,0.6218,0.7609,1,87.6,0
fa012b22-4f9,40,51,11,9.0,0.6896,0.2569,1,126.6,1
98de4844-bd1,41,38,3,8.7,0.9092,0.6218,0,69.0,0
66d5f9c0-32d,22,18,4,9.6,0.8923,0.9202,1,138.7,0
0786d48b-962,59,54,5,15.4,0.8301,0.6057,1,140.6,0
0c7650a8-804,34,36,2,6.1,0.5978,0.8366,0,98.0,0
aefdd73b-12f,39,31,8,11.8,0.8606,0.4595,0,125.3,0
a4c1f870-95a,49,37,12,15.4,0.7406,0.3936,1,83.5,0
577a8b50-b75,37,43,6,32.6,0.8327,0.9312,1,125.0,0
dafdade8-49e,38,29,9,17.2,0.7547,0.8822,1,148.5,0
b9c36a36-34e,56,66,10,31.8,0.6095,0.7585,1,174.6,0
9b4fcce8-6a6,26,27,1,7.6,0.4292,0.6683,1,157.0,0
92601a5f-b10,38,30,8,12.5,0.7071,0.7303,1,75.8,0
223f4ba1-651,54,63,9,1.2,0.9421,0.5472,1,84.7,0
fbbc59ff-9eb,30,33,3,9.3,0.7633,0.7907,0,141.7,0
d2477fca-c27,40,43,3,1.2,0.8567,0.6866,1,101.1,0
8b9d5b06-ae2,55,49,6,8.9,0.6478,0.5445,0,162.1,0
2868863a-0b1,62,67,5,24.7,0.8824,0.7887,1,130.1,0
ff0dae79-cec,53,62,9,13.0,0.6491,0.9548,1,181.8,0
e449b64c-a97,23,27,4,9.8,0.5513,0.6794,1,139.2,0
648d3610-cdf,35,37,2,69.9,0.6321,0.8549,0,110.9,0
3e78467b-052,28,23,5,16.4,0.7255,0.5662,0,96.5,0
f2d085ef-805,44,55,11,43.0,0.7878,0.3705,1,226.1,0
248f3b1a-89d,33,43,10,9.3,0.9738,0.664,1,114.8,0
c1a39e9d-a5c,63,70,7,6.2,0.4758,0.9001,1,75.9,0
910fe12f-e4b,22,24,2,6.0,0.9595,0.8313,0,101.8,0
15a5f2f1-244,45,48,3,5.4,0.9082,0.7219,1,148.5,0
689f2d72-bc2,48,48,0,0.1,0.3192,0.8087,0,135.4,0
ec5776ee-488,31,31,0,10.3,0.9082,0.7599,1,121.5,0
ac161035-239,48,53,5,6.1,0.901,0.8171,0,167.4,0
102358b4-d65,39,38,1,29.7,0.5966,0.61,1,153.3,0
3e2bb525-7ce,50,51,1,33.8,0.9221,0.8186,1,129.1,0
3afa1026-ce3,48,44,4,15.0,0.5164,0.5405,1,61.3,0
ec271148-f6f,42,52,10,19.4,0.8943,0.6262,1,160.7,0
e4a19313-d72,51,60,9,12.0,0.642,0.7848,1,83.5,0
13f2efe3-6d1,46,52,6,4.4,0.7673,0.9193,1,76.5,0
d6f01099-eab,53,55,2,17.3,0.5115,0.7152,1,153.5,0
f34a1d47-593,61,50,11,15.7,0.7384,0.3515,0,111.9,0
952a92ad-4dc,21,18,3,5.1,0.4296,0.7203,0,105.9,0
07ee470d-cb9,31,23,8,13.6,0.7599,0.8299,1,122.4,0
c9589c2a-9d3,32,43,11,81.6,0.5542,0.761,0,175.1,1
2c801343-81f,22,18,4,14.9,0.8184,0.9638,1,76.9,0
171a4a25-e70,55,66,11,77.2,0.9145,0.5406,1,109.4,1
4fd1ef03-0b6,30,20,10,5.4,0.8283,0.9144,1,59.7,0
2f0c489b-3f3,64,76,12,24.0,0.7278,0.8778,1,140.0,0
52200d49-5f4,41,39,2,4.3,0.8124,0.4717,1,135.1,0
277ce1f3-92e,54,54,0,9.7,0.8154,0.8386,1,102.4,0
0edfa92c-7e5,26,23,3,8.8,0.7627,0.5815,0,120.0,0
86bae86d-4d8,45,36,9,13.8,0.8121,0.7048,0,53.5,0
2824991a-711,23,21,2,3.6,0.9971,0.4063,1,109.7,0
f06615a9-01a,45,50,5,2.2,0.6926,0.6464,0,126.4,0
0a456941-7a4,29,25,4,8.5,0.6642,0.622,1,137.2,0
d7c34285-cef,38,41,3,25.2,0.917,0.5632,1,60.5,0
a2d04ef7-437,29,35,6,15.4,0.944,0.6829,0,122.0,0
b128af63-bce,39,38,1,34.4,0.7558,0.662,0,181.1,0
68f2fa56-ee3,59,55,4,20.7,0.779,0.7298,1,200.3,0
cfbc4bad-e43,31,35,4,3.3,0.6893,0.9389,0,185.0,0
546cf54f-c09,60,63,3,8.7,0.9486,0.4533,1,100.1,0
872cf328-899,53,52,1,2.2,0.4465,0.8795,1,95.2,0
80093ea0-2a0,52,55,3,7.6,0.9644,0.8217,1,157.5,0
4fa9cdb0-7a4,31,23,8,37.2,0.8527,0.591,1,125.4,0
a9075b33-4f6,44,39,5,10.9,0.711,0.8124,1,78.5,0
1bcd8f7b-aff,33,22,11,6.5,0.5964,0.5592,1,172.0,0
6fb10ea1-91d,47,53,6,1.7,0.9259,0.6811,1,105.1,0
362b67c2-052,26,25,1,35.1,0.9078,0.7208,1,127.4,0
9fcc8f93-a3a,48,36,12,71.5,0.6158,0.5302,1,86.3,0
1723f43c-834,60,71,11,8.1,0.6703,0.6931,0,116.3,0
2af990e9-faa,41,36,5,32.5,0.7626,0.6867,1,124.6,0
0eaef2ed-ccb,40,49,9,5.7,0.581,0.755,1,70.2,1
6978a0b5-873,54,60,6,45.1,0.4404,0.8196,1,237.8,0
6b06e5b4-af0,59,48,11,8.8,0.8873,0.6374,0,169.2,0
5e2d61e0-b12,39,37,2,5.3,0.8328,0.8058,1,79.2,0
7428e927-01f,57,49,8,15.9,0.5648,0.9431,1,136.4,0
34b346d8-771,22,23,1,17.4,0.7689,0.8438,1,122.5,0
8f2b0f08-f63,41,46,5,8.9,0.956,0.8743,1,157.3,0
5d983ab4-b21,40,42,2,12.4,0.9277,0.3164,1,129.5,0
c0bac822-b7a,52,49,3,5.4,0.4771,0.6383,1,80.9,0
7ac6c9ce-a0a,40,42,2,1.1,0.9211,0.6355,1,84.8,0
0956886f-d4d,42,34,8,24.3,0.9392,0.6148,1,84.3,0
f87d48bd-6ed,44,37,7,1.6,0.5497,0.3801,1,167.2,1
6443bbd5-521,22,31,9,16.5,0.8313,0.8914,0,78.2,0
84f0f11a-2a7,62,67,5,43.9,0.4803,0.8334,1,102.0,0
2a758ab4-0d6,42,41,1,1.6,0.5123,0.6807,1,49.7,0
341151d2-615,40,28,12,0.1,0.9117,0.9099,1,186.2,0
9f677660-9b2,21,18,3,3.8,0.7322,0.8288,0,170.0,0
b66ebda4-a0c,53,62,9,1.6,0.8686,0.8279,1,120.7,0
6fc356c4-029,39,44,5,2.2,0.4278,0.54,1,137.7,0
257a4463-90e,25,34,9,19.5,0.7978,0.6859,1,72.1,0
809ff1c9-f6d,37,47,10,24.9,0.782,0.8479,1,109.7,0
c812016d-e2f,51,51,0,3.0,0.989,0.8853,1,96.5,0
cd053636-205,54,44,10,11.0,0.862,0.8892,1,115.9,0
548cd70f-bdc,43,33,10,14.3,0.7385,0.4566,1,75.6,0
f9124bb0-e03,41,38,3,4.3,0.785,0.7562,0,140.0,0
2505df4f-3f4,36,40,4,10.9,0.9581,0.9317,1,65.5,0
9b7a86b1-5f8,63,69,6,9.4,0.8921,0.9141,0,101.0,0
89e9e02c-814,47,42,5,11.8,0.3128,0.8367,1,133.3,0
5dd17b9a-f5f,40,40,0,12.1,0.8198,0.8606,1,195.2,0
85e5ba05-32d,54,66,12,3.1,0.8095,0.3207,1,101.7,0
f300ddbe-929,41,52,11,10.2,0.6261,0.9013,1,100.7,0
898aa2cf-bb2,56,67,11,6.9,0.7644,0.9102,0,162.1,0
e46ece88-d71,54,52,2,13.5,0.6661,0.7265,0,61.0,0
6ce61361-bdc,21,28,7,5.1,0.7345,0.3783,1,83.6,0
38bcdaad-377,25,31,6,1.9,0.4533,0.7411,1,212.2,0
ccfbb010-f3e,60,49,11,1.2,0.5702,0.6602,1,152.4,1
3a1896b4-6ac,40,42,2,9.2,0.9359,0.9479,0,129.7,0
fe05d1d7-561,38,48,10,3.9,0.7973,0.7816,1,69.0,0
663c854a-668,23,22,1,9.6,0.8006,0.9601,1,118.9,0
957f66c7-ca7,28,18,10,3.2,0.5966,0.7715,1,118.9,1
438c167c-17b,58,54,4,1.8,0.7785,0.6414,1,110.9,0
a5a3dc81-a61,24,35,11,2.1,0.7875,0.7613,1,109.0,0
c5322d67-4bf,43,42,1,5.8,0.8549,0.5063,0,151.1,0
f73d862b-c36,48,38,10,2.7,0.5297,0.8378,1,131.4,0
528e7755-5b2,35,47,12,2.2,0.9697,0.7428,0,142.2,0
0e11f979-b0c,62,59,3,24.2,0.8082,0.3814,1,54.5,0
587df7b6-9ba,38,35,3,13.6,0.8873,0.8978,1,97.3,0
f956677a-c32,62,55,7,5.4,0.9409,0.5501,1,175.1,0
0cfcdf89-86e,58,61,3,20.7,0.7416,0.9305,0,100.9,0
b6d2fc2d-589,51,60,9,26.4,0.7366,0.365,1,100.8,0
8d7aaf04-107,26,21,5,2.3,0.6834,0.9491,1,96.4,0
4da8fb05-0a1,32,25,7,13.7,0.9185,0.8804,1,132.4,0
4511c9cf-859,63,70,7,10.2,0.5565,0.7268,1,126.5,0
d729d0a0-de7,23,34,11,32.2,0.8139,0.3215,1,128.5,1
0651d479-c29,34,28,6,8.8,0.6043,0.661,1,76.2,0
43b59160-737,61,62,1,13.3,0.8809,0.7864,1,48.4,0
42829d78-78b,59,50,9,11.1,0.931,0.6113,1,177.0,0
07aca1ca-aba,44,39,5,29.9,0.9318,0.9027,0,52.7,0
d8bd924f-a06,48,58,10,0.2,0.8593,0.7411,0,163.7,0
4ea54a6f-9f9,22,22,0,2.9,0.8177,0.7543,1,163.8,0
3bb45fca-4e2,58,54,4,24.8,0.8471,0.8198,0,75.6,0
f6f84ff5-cee,35,29,6,18.9,0.8627,0.6109,0,124.2,0
a21571d7-dfb,42,46,4,6.2,0.7112,0.661,0,155.5,0
c1f3d282-529,29,19,10,47.0,0.7816,0.8314,0,77.4,0
d51cb306-553,41,34,7,29.0,0.5257,0.8236,1,52.8,0
7dd9ad93-cdb,29,21,8,30.2,0.7244,0.2216,1,198.3,0
85a9e1b7-076,59,67,8,3.6,0.8351,0.7148,1,120.5,0
e3a896a7-446,29,21,8,4.8,0.6206,0.3983,1,183.8,0
382d17ec-ff6,56,67,11,11.1,0.9301,0.8786,1,106.2,0
2bcdedbc-693,41,35,6,3.0,0.4237,0.8389,1,86.2,0
e7b91e0e-588,44,33,11,2.7,0.8284,0.7089,1,94.3,0
404018cb-3fc,27,33,6,10.2,0.7611,0.9235,1,63.2,0
e9deccc4-7db,57,61,4,15.8,0.8416,0.9425,1,164.0,0
5613210e-043,45,40,5,5.0,0.6894,0.9062,0,163.6,0
75875fb8-e05,37,26,11,70.9,0.9102,0.584,1,82.7,1
d33ac9e9-b3c,64,58,6,12.8,0.7757,0.9513,0,186.6,0
c23bdca1-33c,51,48,3,15.5,0.7433,0.9644,0,97.9,0
c3ca57fe-154,44,46,2,8.2,0.7061,0.8011,1,69.5,0
632a054a-a9a,52,52,0,0.7,0.8592,0.9543,0,61.5,0
762ad66f-6b3,38,42,4,2.0,0.683,0.8907,1,182.9,0
bce66f68-841,30,30,0,3.8,0.7025,0.6201,0,46.9,0
e9d29efa-568,63,53,10,16.3,0.6283,0.6775,1,163.6,0
c6ac7b21-38f,50,44,6,4.3,0.9901,0.7139,0,132.0,0
af305f63-0e2,42,50,8,72.3,0.82,0.6926,1,106.9,0
e2281849-0da,29,18,11,0.9,0.9018,0.8814,1,181.2,0
ac5ad189-4f2,57,48,9,14.9,0.8839,0.4828,1,100.1,1
e6a0bceb-b34,58,54,4,15.3,0.9177,0.8683,1,82.9,0
822f606e-7f3,35,31,4,5.2,0.9095,0.5661,1,118.8,0
295c5770-78b,40,52,12,6.9,0.8878,0.8464,1,154.1,0
34bb3341-aac,61,55,6,9.0,0.4708,0.6158,0,65.9,0
70e06843-edb,50,44,6,29.3,0.9641,0.7716,1,147.6,0
a16ffe09-b80,25,19,6,13.7,0.6418,0.877,1,87.0,0
2ae8d2f8-13f,39,42,3,12.1,0.8034,0.7223,1,108.2,0
dcb33302-ac1,58,69,11,6.6,0.712,0.5612,1,82.4,0
f16ca7aa-c17,28,18,10,0.8,0.8891,0.8255,1,147.0,0
a055c3ae-960,60,53,7,17.3,0.7508,0.7268,1,149.5,0
05b2bd51-07f,28,30,2,4.7,0.7676,0.6648,1,114.7,0
efcb3347-89a,60,65,5,0.6,0.5608,0.7547,1,164.0,0
600296d9-8df,41,37,4,49.7,0.9725,0.8634,1,42.1,0
1c1bb592-ef4,39,36,3,4.6,0.8885,0.5259,0,117.8,0
10911837-fd0,58,62,4,7.6,0.8412,0.9097,1,121.8,0
b5ce69e0-eff,44,34,10,10.1,0.4322,0.6445,1,84.2,0
7cac031c-7c7,50,61,11,3.8,0.7157,0.7852,1,125.7,0
1c43855c-769,50,55,5,0.7,0.886,0.6775,1,178.2,0
df94a0ca-975,51,44,7,86.2,0.7786,0.8976,1,137.0,0
9b3f8a62-aaf,45,44,1,9.9,0.6805,0.937,1,107.9,0
d92c0187-f61,56,45,11,1.8,0.8473,0.7816,1,76.8,0
22123244-4c3,53,52,1,9.0,0.7968,0.5665,1,121.7,0
d5652596-1d3,21,18,3,30.1,0.8774,0.9718,1,152.8,0
695a998d-f31,26,20,6,22.8,0.5037,0.6257,1,126.4,0
e6dafd1a-92d,56,48,8,6.3,0.9593,0.9049,1,103.4,0
d9bebfcc-bd9,33,28,5,19.2,0.6618,0.8046,1,119.0,0
9df7eef3-1f5,59,71,12,7.8,0.9767,0.8893,1,96.9,0
efba6e4e-f58,43,55,12,12.6,0.7713,0.5564,1,163.5,0
50e34d36-582,58,61,3,29.8,0.5586,0.7951,1,84.1,0
39f03dec-fdc,46,52,6,5.5,0.8656,0.957,0,118.7,0
49156acd-b66,42,32,10,4.2,0.8003,0.5015,1,125.5,0
f027a27e-7e7,34,25,9,6.4,0.9802,0.8322,1,157.3,0
f08ff15e-513,59,71,12,10.9,0.8515,0.345,1,77.3,0
ae4f5abd-15f,57,53,4,20.7,0.7899,0.9519,0,144.9,0
4cf4f536-b0c,54,50,4,13.2,0.9553,0.7402,1,168.5,0
925ccb26-387,27,18,9,5.9,0.9827,0.7917,1,117.1,0
fbda4d3b-999,49,37,12,63.6,0.5495,0.449,0,203.6,0
b3a24be4-08f,23,34,11,10.9,0.9721,0.6552,1,137.2,0
b2e7d486-ad2,44,52,8,1.8,0.6789,0.6909,1,166.5,0
bf2d9bb3-b48,38,49,11,21.8,0.8779,0.7175,1,65.6,0
3e7591a5-809,28,23,5,11.7,0.5771,0.7114,1,112.3,0
ceb30638-6ca,51,55,4,22.7,0.6947,0.8999,1,140.8,0
9e7df2fe-472,23,20,3,5.4,0.9802,0.9664,1,131.0,0
c0561954-157,38,48,10,5.5,0.8164,0.7383,0,121.1,0
d0f453bb-69f,47,56,9,41.1,0.9214,0.8602,1,185.7,0
2ca8541b-ed6,62,56,6,6.8,0.7835,0.9244,0,156.4,0
61b360de-641,57,57,0,26.4,0.5335,0.3524,1,217.0,1
3396b7f9-d8e,28,34,6,16.6,0.664,0.8351,0,103.8,0
4cd10271-011,43,45,2,13.6,0.8381,0.3932,0,42.8,1
a7d16b61-e8b,48,47,1,18.3,0.6494,0.8152,0,176.7,0
38c1d901-3d9,50,49,1,51.7,0.8076,0.9453,0,61.0,0
3cf00a1a-810,25,19,6,18.7,0.8853,0.8019,1,220.1,0
4a9b7db1-952,39,28,11,3.4,0.7935,0.7829,1,69.9,0
82d81931-ee3,60,49,11,10.8,0.8228,0.8078,1,109.7,0
0fda76b9-8d8,38,35,3,2.5,0.8781,0.5614,1,95.3,0
f29c4573-5e9,38,40,2,14.1,0.7875,0.6058,1,133.6,0
6493eb9f-bb3,54,51,3,5.0,0.8309,0.3709,0,140.6,0
c3bfbbcd-e2c,46,41,5,2.5,0.9667,0.9214,1,10.0,0
fa586ea1-62d,53,58,5,7.0,0.8629,0.9395,1,125.2,0
46782946-dc5,63,65,2,21.6,0.7816,0.7037,1,166.6,0
1fc3a3aa-c25,59,56,3,5.3,0.8779,0.4287,1,114.0,0
2f7c24db-d17,63,73,10,32.2,0.8637,0.9362,1,78.7,0
de468ecc-ddb,52,53,1,5.3,0.5444,0.7053,1,94.8,0
e044564c-4a4,28,25,3,10.6,0.7263,0.7882,1,121.9,0
bceb9660-5e8,48,41,7,1.3,0.5715,0.5899,1,151.7,0
ca3d5d73-175,51,41,10,23.8,0.7785,0.7615,0,208.6,0
845e83b7-4a4,35,23,12,7.6,0.9026,0.7879,1,137.6,0
